SCRIP,NAME,SECTOR
531568,Tridev InfraEstates Ltd.,Paper &amp; Paper Products
531569,Sanjivani Paranteral Ltd.,Pharmaceuticals &amp; Drugs
531574,Vas Infrastructure Ltd.,Construction - Real Estate
531578,KMF Builders &amp; Developers Ltd.,Construction - Real Estate
531582,Beryl Securities Ltd.,Finance - NBFC
531583,Rap Media Ltd.,Construction - Real Estate
531585,Devine Impex Ltd.,Finance - Investment
531591,Bampsl Securities Ltd.,Finance - Investment
531592,Genpharmasec Ltd.,Dyes &amp; Pigments
531594,Incon Engineers Ltd.,Engineering - Industrial Equipments
CGCL,Capri Global Capital Ltd.,Finance - Investment
FDC,FDC Ltd.,Pharmaceuticals &amp; Drugs
531600,Gogia Capital Services Ltd.,Finance - Stock Broking
531608,Gorani Industries Ltd.,Consumer Durables - Domestic Appliances
531609,KG Petrochem Ltd.,Textile
531613,Meyer Apparel Ltd.,Textile
531616,Starcom Information Technology Ltd.,IT - Software
531621,Centerac Technologies Ltd.,IT - Software
COUNCODOS,Country Condo's Ltd.,Construction - Real Estate
531626,Orosil Smiths India Ltd.,Diamond  &amp;  Jewellery
LINCOLN,Lincoln Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
531635,Silver Oak (India) Ltd.,Breweries &amp; Distilleries
531637,Praveg Communications (India) Ltd.,Miscellaneous
531638,Suraj Ltd.,Steel &amp; Iron Products
531640,Suvidha Infraestate Corporation Ltd.,Miscellaneous
MARICO,Marico Ltd.,Consumer Food
531644,Tokyo Finance Ltd.,Finance - NBFC
531648,Mahavir Industries Ltd.,Electrodes &amp; Welding Equipment
531650,Vax Housing Finance Corporation Ltd.,Finance - Housing
531651,National General Industries Ltd.,Steel &amp; Iron Products
531652,Thirdwave Financial Intermediaries Ltd.,Finance - Investment
531658,Abate AS Industries Ltd.,Trading
531661,Hittco Tools Ltd.,Engineering - Industrial Equipments
531663,Yuvraaj Hygiene Product Ltd.,Trading
531667,RR Metalmakers India Ltd.,Trading
531668,Vision Corporation Ltd.,Film Production
531672,Inani Securities Ltd.,Finance - Stock Broking
531673,Anka India Ltd.,Plastic Products
531676,Vaghani Techno-Build Ltd.,Engineering - Construction
531680,Mayur Leather Products Ltd.,Footwear
531681,Amerise Biosciences Ltd.,Finance - Investment
531682,Cat Technologies Ltd.,IT - Software
531686,Advik Laboratories Ltd.,Pharmaceuticals &amp; Drugs
PRITHVISOF,Prithvi Exchange (India) Ltd.,Trading
531692,Khyati Multimedia Entertainment Ltd.,Film Production
531694,Rainbow Foundations Ltd.,Construction - Real Estate
531716,Tricom Fruit Products Ltd.,Consumer Food
VIDHIING,Vidhi Specialty Food Ingredients Ltd.,Dyes &amp; Pigments
BHAGCHEM,Bhagiradha Chemicals &amp; Industries Ltd.,Pesticides &amp; Agrochemicals
STAMPEDE,Stampede Capital Ltd.,Finance - Stock Broking
PANCHSHEEL,Panchsheel Organics Ltd.,Pharmaceuticals &amp; Drugs
531727,Menon Pistons Ltd.,Auto Ancillary
531735,Prism Finance Ltd.,Finance - NBFC
531737,Greencrest Financial Services Ltd.,Finance - NBFC
PRASGLOFIN,Silicon Valley Infotech Ltd.,Finance - Investment
531739,Gennex Laboratories Ltd.,Pharmaceuticals &amp; Drugs
531744,Gini Silk Mills Ltd.,Textile
PRAENG,Prajay Engineers Syndicate Ltd.,Construction - Real Estate
531752,Biogen Pharmachem Industries Ltd.,Trading
531758,GK Consultants Ltd.,Finance - NBFC
APOLLOPIPE,Apollo Pipes Ltd.,Plastic Products
531762,Unjha Formulations Ltd.,Pharmaceuticals &amp; Drugs
POLYMED,Poly Medicure Ltd.,Medical Equipment-Supplies-Accessories
531769,PFL Infotech Ltd.,IT - Software
531771,Shraddha Prime Projects Ltd.,Engineering - Industrial Equipments
531775,Cistro Telelink Ltd.,Telecommunication - Equipment
531778,Kachchh Minerals Ltd.,Mining &amp; Minerals
531780,Kaiser Corporation Ltd.,Plastic Products
531784,KCL Infra Projects Ltd.,Construction - Real Estate
ATULAUTO,Atul Auto Ltd.,Automobile Two &amp; Three Wheelers
531802,Prerna Infrabuild Ltd.,Construction - Real Estate
531810,Metal Coatings (India) Ltd.,Steel &amp; Iron Products
531812,SGN Telecoms Ltd.,Cable
531813,Ganga Papers India Ltd.,Paper &amp; Paper Products
531814,Tirupati Sarjan Ltd.,Construction - Real Estate
531819,Nuway Organic Naturals India Ltd.,Household &amp; Personal Products
531821,Munoth Financial Services Ltd.,Finance - Investment
531822,Rodium Realty Ltd.,Construction - Real Estate
531832,Nagarjuna Agri Tech Ltd.,Trading
531834,Natura Hue Chem Ltd.,Agriculture
531841,Indus Finance Ltd.,Finance - NBFC
531842,Lahoti Overseas Ltd.,Trading
ZENITHSTL,Zenith Steel Pipes &amp; Industries Ltd.,Steel &amp; Iron Products
531846,Trinity League India Ltd.,Miscellaneous
531847,Asian Star Company Ltd.,Diamond  &amp;  Jewellery
531859,Oriental Rail Infrastructure Ltd.,Wood &amp; Wood Products
531861,Joindre Capital Services Ltd.,Finance - Stock Broking
531862,Bharat Agri Fert &amp; Realty Ltd.,Fertilizers
531867,Unitech International Ltd.,Trading
531869,Sacheta Metals Ltd.,Aluminium &amp; Aluminium Products
531870,Popular Estate Management Ltd.,IT - Software
531878,Anjani Finance Ltd.,Finance - NBFC
PIONDIST,Pioneer Distilleries Ltd.,Breweries &amp; Distilleries
531881,Gujarat Metallic Coal &amp; Coke Ltd.,Trading
531887,Rahul Merchandising Ltd.,Textile
531888,Rexnord Electronics &amp; Controls Ltd.,Electric Equipment
531889,Integrated Technologies Ltd.,Electronics - Components
KHANDSE,Khandwala Securities Ltd.,Finance - Stock Broking
531893,Sawaca Business Machines Ltd.,Trading
531900,CCL International Ltd.,Trading
531902,Gallops Enterprises Ltd.,Finance - NBFC
KARUNACAB,Globus Corporation Ltd.,Trading
531909,Croissance Ltd.,Construction - Real Estate
531910,Madhuveer Com 18 Network Ltd.,Trading
531911,Galaxy Agrico Exports Ltd.,Bearings
531913,Gopal Iron &amp; Steels Company (Gujarat) Ltd.,Steel &amp; Iron Products
531917,Twinstar Industries Ltd.,IT - Software
AGARIND,Agarwal Industrial Corporation Ltd.,Logistics
531923,Dhampure Speciality Sugars Ltd.,Sugar
531925,52 Weeks Entertainment Ltd.,Film Production
531928,Golden Carpets Ltd.,Textile
531929,Innocorp Ltd.,Plastic Products
SARTHAKIND,Sarthak Industries Ltd.,Diversified
BLUECHIP,Blue Chip India Ltd.,Finance - Investment
531944,Servotech Industries Ltd.,Trading
531950,Vertex Securities Ltd.,Finance - Stock Broking
531952,Riba Textiles Ltd.,Textile
531962,Shree Metalloys Ltd.,Trading
531968,IITL Projects Ltd.,Construction - Real Estate
531972,Trident Tools Ltd.,Engineering - Industrial Equipments
531977,Chartered Logistics Ltd.,Logistics
AMBIKCO,Ambika Cotton Mills Ltd.,Textile - Spinning
531979,Hind Aluminium Industries Ltd.,Aluminium &amp; Aluminium Products
531980,Senthil Infotek Ltd.,IT - Software
531982,Spectrum Foods Ltd.,Consumer Food
531989,Deccan Polypacks Ltd.,Plastic Products
531991,Amraworld Agrico Ltd.,Trading
531994,Auto Pins (India) Ltd.,Auto Ancillary
531996,Odyssey Corporation Ltd.,Finance - Investment
532001,Inducto Steel Ltd.,Miscellaneous
SAMINDUS,Sam Industries Ltd.,Engineering - Construction
532007,Shreevatsa Finance &amp; Leasing Ltd.,Finance - NBFC
532011,Pooja Entertainment &amp; Films Ltd.,Film Production
532015,Gravity (India) Ltd.,Textile
532016,Wellesley Corporation Ltd.,Construction - Real Estate
LCCINFOTEC,LCC Infotech Ltd.,IT - Education
532022,Filatex Fashions Ltd.,Textile
532029,Sindhu Trade Links Ltd.,Finance - NBFC
JAINSTUDIO,Jain Studios Ltd.,TV Broadcasting &amp; Software Production
532035,Unistar Multimedia Ltd.,Film Production
532038,Emmsons International Ltd.,Trading
532039,Zenotech Laboratories Ltd.,Pharmaceuticals &amp; Drugs
532041,Hindustan Bio Sciences Ltd.,Pharmaceuticals &amp; Drugs
532042,Frontline Corporation Ltd.,Logistics
SWELECTES,Swelect Energy Systems Ltd.,Electronics - Components
532053,Wallfort Financial Services Ltd.,Finance - Investment
KDDL,KDDL Ltd.,Watches &amp; Accessories
532056,Adinath Exim Resources Ltd.,Finance - Investment
532057,Abhinav Capital Services Ltd.,Finance - NBFC
532067,Kilpest India Ltd.,Pesticides &amp; Agrochemicals
532070,Sumuka Agro Industries Ltd.,Printing &amp; Stationery
532072,Interworld Digital Ltd.,Film Production
532078,Monind Ltd.,Steel &amp; Iron Products
532090,Vandana Knitwear Ltd.,Textile
532092,Sagar Productions Ltd.,Finance - Investment
MUKANDENGG,Mukand Engineers Ltd.,Engineering - Construction
532100,Indo-City Infotech Ltd.,IT - Software
532102,SBEC Sugar Ltd.,Sugar
532113,Brijlaxmi Leasing &amp; Finance Ltd.,Finance - Investment
532114,Alchemist Realty Ltd.,Construction - Real Estate
BSELINFRA,BSEL Infrastructure Realty Ltd.,Construction - Real Estate
532124,Reliable Ventures India Ltd.,Hotel
BANKBARODA,Bank Of Baroda,Bank - Public
532139,G-Tech Info Training Ltd.,IT - Software
532140,Mohite Industries Ltd.,Textile - Spinning
ANDHRACEMT,Andhra Cements Ltd.,Cement &amp; Construction Materials
SKMEGGPROD,SKM Egg Products Export (India) Ltd.,Consumer Food
WELCORP,Welspun Corp Ltd.,Steel &amp; Iron Products
532145,HS India Ltd.,Hotel
BANKINDIA,Bank Of India,Bank - Public
INDRAMEDCO,Indraprastha Medical Corporation Ltd.,Hospital &amp; Healthcare Services
532154,Johnson Pharmacare Ltd.,Trading
GAIL,GAIL (India) Ltd.,Industrial  Gases &amp; Fuels
VAIBHAVGBL,Vaibhav Global Ltd.,Retailing
532159,Trescon Ltd.,Floriculture
GUJSTATFIN,Gujarat State Financial Corporation Ltd.,Finance Term Lending
JKPAPER,JK Paper Ltd.,Paper &amp; Paper Products
SAREGAMA,Saregama India Ltd.,Film Production
532164,Minolta Finance Ltd.,Finance - NBFC
532166,Alka Securities Ltd.,Finance - Stock Broking
532167,Omkar Pharmachem Ltd.,Pharmaceuticals &amp; Drugs
ADROITINFO,Adroit Infotech Ltd.,IT - Software
CYBERTECH,CyberTech Systems And Software Ltd.,IT - Software
ICICIBANK,ICICI Bank Ltd.,Bank - Private
CYIENT,Cyient Ltd.,IT - Software
ENGINERSIN,Engineers India Ltd.,Engineering
DHANBANK,Dhanlaxmi Bank Ltd.,Bank - Private
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,Mining &amp; Minerals
532183,Gayatri Sugars Ltd.,Sugar
INDUSINDBK,IndusInd Bank Ltd.,Bank - Private
ITDC,India Tourism Development Corporation Ltd.,Hotel
J&KBANK,The Jammu &amp; Kashmir Bank Ltd.,Bank - Private
CUB,City Union Bank Ltd.,Bank - Private
ARCHIES,Archies Ltd.,Retailing
AXISBANK,Axis Bank Ltd.,Bank - Private
HBSL,HB Stockholdings Ltd.,Finance - NBFC
532217,SIEL Financial Services Ltd.,Finance - Investment
SOUTHBANK,The South Indian Bank Ltd.,Bank - Private
ENERGYDEV,Energy Development Company Ltd.,Power Generation-Distribution
SONATSOFTW,Sonata Software Ltd.,IT - Software
532230,Bengal Tea &amp; Fabrics Ltd.,Textile - Spinning
NATIONALUM,National Aluminium Company Ltd.,Aluminium &amp; Aluminium Products
INDNIPPON,India Nippon Electricals Ltd.,Auto Ancillary
NSIL,Nalwa Sons Investments Ltd.,Finance - Investment
APARINDS,Apar Industries Ltd.,Electric Equipment
532262,TCI Industries Ltd.,Trading
ACCELYA,Accelya Solutions India Ltd.,IT - Software
532271,Orchasp Ltd.,IT - Software
532275,Landmarc Leisure Corporation Ltd.,TV Broadcasting &amp; Software Production
HCLTECH,HCL Technologies Ltd.,IT - Software
532284,TCFC Finance Ltd.,Finance - NBFC
GEOJITFSL,Geojit Financial Services Ltd.,Finance - Stock Broking
JINDALSTEL,Jindal Steel &amp; Power Ltd.,Steel-Sponge Iron-Pig Iron
BLBLIMITED,BLB Ltd.,Finance - Stock Broking
GLENMARK,Glenmark Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
WOCKPHARMA,Wockhardt Ltd.,Pharmaceuticals &amp; Drugs
TATACOFFEE,Tata Coffee Ltd.,Tea-Coffee
532304,KJMC Corporate Advisors (India) Ltd.,Finance - Stock Broking
INDSWFTLAB,Ind-Swift Laboratories Ltd.,Pharmaceuticals &amp; Drugs
MELSTAR,Melstar Information Technologies Ltd.,IT - Software
GEPIL,GE Power India Ltd.,Engineering - Construction
SHREERAMA,Shree Rama Multi-Tech Ltd.,Plastic Products
MAHLIFE,Mahindra Lifespace Developers Ltd.,Construction - Real Estate
532320,Vaarad Ventures Ltd.,Miscellaneous
CADILAHC,Cadila Healthcare Ltd.,Pharmaceuticals &amp; Drugs
532323,Shiva Cement Ltd.,Cement &amp; Construction Materials
CINEVISTA,Cinevista Ltd.,Film Production
INTENTECH,Intense Technologies Ltd.,IT - Software
532329,Danlaw Technologies India Ltd.,IT - Software
AJANTPHARM,Ajanta Pharma Ltd.,Pharmaceuticals &amp; Drugs
CURATECH,Cura Technologies Ltd.,IT - Software
532333,HB Portfolio Ltd.,Finance - Investment
532334,HB Estate Developers Ltd.,Construction - Real Estate
AMBICAAGAR,Ambica Agarbathies &amp; Aroma Industries Ltd.,Household &amp; Personal Products
532336,Baron Infotech Ltd.,IT - Software
COMPUSOFT,Compucom Software Ltd.,IT - Education
532340,Astro Bio Systems Ltd.,IT - Software
IZMO,IZMO Ltd.,IT - Software
532342,Commex Technology Ltd.,IT - Software
TVSMOTOR,TVS Motor Company Ltd.,Automobile Two &amp; Three Wheelers
532344,Softsol India Ltd.,IT - Software
GATI,GATI Ltd.,Logistics
SUBEXLTD,Subex Ltd.,IT - Software
TCI,Transport Corporation Of India Ltd.,Logistics
PADMALAYAT,Padmalaya Telefilms Ltd.,TV Broadcasting &amp; Software Production
AKSHOPTFBR,Aksh Optifibre Ltd.,Cable
532355,Picturehouse Media Ltd.,Film Production
TRIVENI,Triveni Engineering &amp; Industries Ltd.,Sugar
MUKTAARTS,Mukta Arts Ltd.,Film Production
532359,Hit Kit Global Solutions Ltd.,IT - Software
532362,Nagpur Power &amp; Industries Ltd.,Ferro &amp; Silica Manganese
DSSL,Dynacons Systems &amp; Solutions Ltd.,IT - Software
PNBGILTS,PNB Gilts Ltd.,Finance - NBFC
BCG,Brightcom Group Ltd.,IT - Software
RAMCOIND,Ramco Industries Ltd.,Cement &amp; Construction Materials
RAMCOSYS,Ramco Systems Ltd.,IT - Software
TTML,Tata Teleservices (Maharashtra) Ltd.,Telecommunication - Service  Provider
532372,Virinchi Ltd.,IT - Software
532373,WEP Solutions Ltd.,IT - Software
STLTECH,Sterlite Technologies Ltd.,Cable
TIPSINDLTD,Tips Industries Ltd.,Film Production
MRO-TEK,MRO-TEK Realty Ltd.,IT - Hardware
532378,Universal Arts Ltd.,Film Production
532379,First Fintec Ltd.,IT - Software
532380,Baba Arts Ltd.,Film Production
BALAJITELE,Balaji Telefilms Ltd.,Film Production
532384,Tyche Industries Ltd.,Pharmaceuticals &amp; Drugs
CALSOFT,California Software Company Ltd.,IT - Software
PNC,Pritish Nandy Communications Ltd.,Film Production
IOB,Indian Overseas Bank,Bank - Public
TAJGVK,Taj GVK Hotels &amp; Resorts Ltd.,Hotel
OPTOCIRCUI,Opto Circuits (India) Ltd.,Medical Equipment-Supplies-Accessories
CREATIVEYE,Creative Eye Ltd.,TV Broadcasting &amp; Software Production
AXISCADES,Axiscades Technologies Ltd.,IT - Software
532397,Konndor Industries Ltd.,Trading
UMESLTD,Usha Martin Education &amp; Solutions Ltd.,IT - Software
BSOFT,Birlasoft Ltd.,IT - Software
532402,USG Tech Solutions Ltd.,IT - Software
532403,Fourth Generation Information Systems Ltd.,IT - Software
532404,Saven Technologies Ltd.,IT - Software
532406,Avantel Ltd.,Telecommunication - Equipment
532407,Moschip Technologies Ltd.,IT - Software
MEGASOFT,Megasoft Ltd.,IT - Software
532410,Transcorp International Ltd.,Travel Services
VISESHINFO,MPS Infotecnics Ltd.,IT - Software
CEREBRAINT,Cerebra Integrated Technologies Ltd.,Trading
NEXTMEDIA,Next Mediaworks Ltd.,Printing And Publishing
SMARTLINK,Smartlink Holdings Ltd.,IT - Networking
GODREJCP,Godrej Consumer Products Ltd.,Household &amp; Personal Products
532425,Genus Prime Infrastructures Ltd.,Engineering - Construction
BFUTILITIE,BF Utilities Ltd.,Power Generation-Distribution
MCDOWELL-N,United Spirits Ltd.,Breweries &amp; Distilleries
532435,Sanmit Infra Ltd.,Construction - Real Estate
OLECTRA,Olectra Greentech Ltd.,Electronics - Components
MPSLTD,MPS Ltd.,Printing And Publishing
532441,Rainbow Denim Ltd.,Textile - Weaving
CERA,Cera Sanitaryware Ltd.,Ceramics-Marble-Granite-Sanitaryware
532444,T Spiritual World Ltd.,IT - Software
BHARTIARTL,Bharti Airtel Ltd.,Telecommunication - Service  Provider
532455,Shalimar Wires Industries Ltd.,Metal - Non Ferrous
COMPINFO,Compuage Infocom Ltd.,Trading
GULPOLY,Gulshan Polyols Ltd.,Consumer Food
532459,FAZE Three Autofab Ltd.,Textile
PONNIERODE,Ponni Sugars (Erode) Ltd.,Sugar
PNB,Punjab National Bank,Bank - Public
OFSS,Oracle Financial Services Software Ltd.,IT - Software
532467,Hazoor Multi Projects Ltd.,Construction - Real Estate
532468,Kama Holdings Ltd.,Finance - Investment
532470,MPF Systems Ltd.,Engineering - Industrial Equipments
APTECHT,Aptech Ltd.,IT - Education
UNIONBANK,Union Bank Of India,Bank - Public
UBL,United Breweries Ltd.,Breweries &amp; Distilleries
ISMTLTD,ISMT Ltd.,Steel &amp; Iron Products
NOIDATOLL,Noida Toll Bridge Company Ltd.,Engineering - Construction
GRANULES,Granules India Ltd.,Pharmaceuticals &amp; Drugs
CANBK,Canara Bank,Bank - Public
532485,Balmer Lawrie Investments Ltd.,Finance - NBFC
POKARNA,Pokarna Ltd.,Ceramics-Marble-Granite-Sanitaryware
DIVISLAB,Divi's Laboratories Ltd.,Pharmaceuticals &amp; Drugs
ASTRAMICRO,Astra Microwave Products Ltd.,Telecommunication - Equipment
RADICO,Radico Khaitan Ltd.,Breweries &amp; Distilleries
SHRIRAMCIT,Shriram City Union Finance Ltd.,Finance - NBFC
MARUTI,Maruti Suzuki India Ltd.,Automobiles - Passenger Cars
RAJPALAYAM,Rajapalayam Mills Ltd.,Textile - Spinning
NAVINFLUOR,Navin Fluorine International Ltd.,Chemicals
UCOBANK,UCO Bank,Bank - Public
BAGFILMS,B.A.G. Films and Media Ltd.,Film Production
JSL,Jindal Stainless Ltd.,Steel &amp; Iron Products
SUPRAJIT,Suprajit Engineering Ltd.,Auto Ancillary
TVSELECT,TVS Electronics Ltd.,Trading
IGL,Indraprastha Gas Ltd.,Industrial  Gases &amp; Fuels
TVTODAY,TV Today Network Ltd.,TV Broadcasting &amp; Software Production
PALREDTEC,Palred Technologies Ltd.,IT - Software
PETRONET,Petronet LNG Ltd.,Industrial  Gases &amp; Fuels
BIOCON,Biocon Ltd.,Pharmaceuticals &amp; Drugs
PTC,PTC India Ltd.,Power Generation-Distribution
MAHABANK,Bank Of Maharashtra,Bank - Public
RKFORGE,Ramkrishna Forgings Ltd.,Forgings
DATAMATICS,Datamatics Global Services Ltd.,IT - Software
NDTV,New Delhi Television Ltd.,TV Broadcasting &amp; Software Production
STAR,Strides Pharma Science Ltd.,Pharmaceuticals &amp; Drugs
JPASSOCIAT,Jaiprakash Associates Ltd.,Cement &amp; Construction Materials
ULTRACEMCO,Ultratech Cement Ltd.,Cement &amp; Construction Materials
MINDAIND,Minda Industries Ltd.,Auto Ancillary
TCS,Tata Consultancy Services Ltd.,IT - Software
COFORGE,Coforge Ltd.,IT - Software
GULFPETRO,GP Petroleums Ltd.,Lubricants
CENTURYPLY,Century Plyboards (India) Ltd.,Wood &amp; Wood Products
WELENT,Welspun Enterprises Ltd.,Construction - Real Estate
NTPC,NTPC Ltd.,Power Generation-Distribution
SALSTEEL,SAL Steel Ltd.,Steel-Sponge Iron-Pig Iron
JBMA,JBM Auto Ltd.,Auto Ancillary
DWARKESH,Dwarikesh Sugar Industries Ltd.,Sugar
INDOCO,Indoco Remedies Ltd.,Pharmaceuticals &amp; Drugs
VIPCLOTHNG,VIP Clothing Ltd.,Textile
IMPEXFERRO,Impex Ferro Tech Ltd.,Ferro &amp; Silica Manganese
XCHANGING,Xchanging Solutions Ltd.,IT - Software
JETAIRWAYS,Jet Airways (India) Ltd.,Airlines
MORARJEE,Morarjee Textiles Ltd.,Textile - Weaving
GDL,Gateway Distriparks Ltd.,Logistics
JINDALPHOT,Jindal Photo Ltd.,Photographic Products
PONDYOXIDE,Pondy Oxides &amp; Chemicals Ltd.,Metal - Non Ferrous
JPPOWER,Jaiprakash Power Ventures Ltd.,Power Generation-Distribution
3IINFOLTD,3I Infotech Ltd.,IT - Software
MBECL,Mcnally Bharat Engineering Company Ltd.,Engineering - Construction
GOKEX,Gokaldas Exports Ltd.,Textile
ALLSEC,Allsec Technologies Ltd.,BPO-ITeS
IIFL,IIFL Finance Ltd.,Finance - Investment
MANGALAM,Mangalam Drugs And Organics Ltd.,Pharmaceuticals &amp; Drugs
SHOPERSTOP,Shoppers Stop Ltd.,Retailing
CYBERMEDIA,Cyber Media (India) Ltd.,Printing And Publishing
NDL,Nandan Denim Ltd.,Textile
JSWHL,JSW Holdings Ltd.,Finance - Investment
JKCEMENT,JK Cement Ltd.,Cement &amp; Construction Materials
532645,Beeyu Overseas Ltd.,Agriculture
YESBANK,Yes Bank Ltd.,Bank - Private
NECLIFE,Nectar Lifesciences Ltd.,Pharmaceuticals &amp; Drugs
MSPL,MSP Steel &amp; Power Ltd.,Steel &amp; Iron Products
SPLIL,SPL Industries Ltd.,Textile
KTKBANK,The Karnataka Bank Ltd.,Bank - Private
MCLEODRUSS,Mcleod Russel India Ltd.,Tea-Coffee
532656,Facor Alloys Ltd.,Ferro &amp; Silica Manganese
IDFC,IDFC Ltd.,Finance - NBFC
VIVIMEDLAB,Vivimed Labs Ltd.,Pharmaceuticals &amp; Drugs
RML,Rane (Madras) Ltd.,Auto Ancillary
HTMEDIA,HT Media Ltd.,Printing And Publishing
SASKEN,Sasken Technologies Ltd.,IT - Software
RAJVIR,Rajvir Industries Ltd.,Textile - Spinning
FCSSOFT,FCS Software Solutions Ltd.,IT - Software
SUZLON,Suzlon Energy Ltd.,Electric Equipment
AURIONPRO,Aurionpro Solutions Ltd.,IT - Software
RENUKA,Shree Renuka Sugars Ltd.,Sugar
BASML,Bannari Amman Spinning Mills Ltd.,Textile - Spinning
PBAINFRA,PBA Infrastructure Ltd.,Engineering - Construction
BRFL,Bombay Rayon Fashions Ltd.,Textile
SORILINFRA,SORIL Infra Resources Ltd.,Engineering
AIAENG,AIA Engineering Ltd.,Engineering - Industrial Equipments
EKC,Everest Kanto Cylinder Ltd.,Engineering - Industrial Equipments
KERNEX,Kernex Microsystems (India) Ltd.,IT - Software
REPRO,Repro India Ltd.,Printing And Publishing
PVR,PVR Ltd.,Film Production
RMCL,Radha Madhav Corporation Ltd.,Packaging
PUNJLLOYD,Punj Lloyd Ltd.,Engineering - Construction
BARTRONICS,Bartronics India Ltd.,IT - Software
CELEBRITY,Celebrity Fashions Ltd.,Textile
EDUCOMP,Educomp Solutions Ltd.,IT - Education
NITINSPIN,Nitin Spinners Ltd.,Textile - Spinning
ROHLTD,Royal Orchid Hotels Ltd.,Hotel
ENIL,Entertainment Network (India) Ltd.,TV Broadcasting &amp; Software Production
532701,Cella Space Ltd.,Paper &amp; Paper Products
GSPL,Gujarat State Petronet Ltd.,Gas Transmission-Marketing
JAGRAN,Jagran Prakashan Ltd.,Printing And Publishing
INOXLEISUR,Inox Leisure Ltd.,Film Production
DYNPRO,Dynemic Products Ltd.,Dyes &amp; Pigments
SADBHAV,Sadbhav Engineering Ltd.,Engineering - Construction
RCOM,Reliance Communications Ltd.,Telecommunication - Service  Provider
SAKUMA,Sakuma Exports Ltd.,Trading
KEC,KEC International Ltd.,Engineering - Construction
GILLANDERS,Gillanders Arbuthnot &amp; Company Ltd.,Diversified
INDOTECH,Indo Tech Transformers Ltd.,Electric Equipment
BLKASHYAP,B.L. Kashyap and Sons Ltd.,Construction - Real Estate
M&MFIN,Mahindra &amp; Mahindra Financial Services Ltd.,Finance - NBFC
VISASTEEL,Visa Steel Ltd.,Steel &amp; Iron Products
NITCO,Nitco Ltd.,Ceramics-Marble-Granite-Sanitaryware
532723,MPDL Ltd.,Sugar
SOLARINDS,Solar Industries India Ltd.,Chemicals
GALLANTT,Gallantt Metal Ltd.,Steel &amp; Iron Products
MALUPAPER,Malu Paper Mills Ltd.,Paper &amp; Paper Products
UTTAMSUGAR,Uttam Sugar Mills Ltd.,Sugar
SGL,STL Global Ltd.,Textile
ROHITFERRO,Rohit Ferro-Tech Ltd.,Steel &amp; Iron Products
KKCL,Kewal Kiran Clothing Ltd.,Textile
SUNTV,Sun TV Network Ltd.,TV Broadcasting &amp; Software Production
GPIL,Godawari Power And Ispat Ltd.,Steel &amp; Iron Products
RSYSTEMS,R Systems International Ltd.,IT - Software
EMKAY,Emkay Global Financial Services Ltd.,Finance - Stock Broking
TANTIACONS,Tantia Constructions Ltd.,Engineering - Construction
LOKESHMACH,Lokesh Machines Ltd.,Engineering
KAMDHENU,Kamdhenu Ltd.,Steel &amp; Iron Products
532742,Paushak Ltd.,Chemicals
GTNTEX,GTN Textiles Ltd.,Textile - Spinning
532745,Inditrade Capital Ltd.,Finance - Stock Broking
PFOCUS,Prime Focus Ltd.,Film Production
ALLCARGO,Allcargo Logistics Ltd.,Logistics
EASUNREYRL,Easun Reyrolle Ltd.,Electric Equipment
GMRINFRA,GMR Infrastructure Ltd.,Engineering - Construction
TECHM,Tech Mahindra Ltd.,IT - Software
MAHINDCIE,Mahindra CIE Automotive Ltd.,Forgings
VOLTAMP,Voltamp Transformers Ltd.,Electric Equipment
ATLANTA,Atlanta Ltd.,Engineering - Construction
DEEPENR,Deep Energy Resources Ltd.,Oil Exploration
HOVS,HOV Services Ltd.,BPO-ITeS
ACE,Action Construction Equipment Ltd.,Engineering - Industrial Equipments
GEECEE,GeeCee Ventures Ltd.,Construction - Real Estate
532766,Richa Industries Ltd.,Textile
GAYAPROJ,Gayatri Projects Ltd.,Engineering - Construction
FIEMIND,Fiem Industries Ltd.,Auto Ancillary
JHS,JHS Svendgaard Laboratories Ltd.,Household &amp; Personal Products
DCBBANK,DCB Bank Ltd.,Bank - Private
GLOBALVECT,Global Vectra Helicorp Ltd.,Airlines
INSPIRISYS,Inspirisys Solutions Ltd.,IT - Software
GTLINFRA,GTL Infrastructure Ltd.,Telecommunication - Equipment
SHIVAMAUTO,Shivam Autotech Ltd.,Auto Ancillary
NAUKRI,Info Edge (India) Ltd.,BPO-ITeS
TORNTPOWER,Torrent Power Ltd.,Power Generation-Distribution
PARSVNATH,Parsvnath Developers Ltd.,Construction - Real Estate
SUTLEJTEX,Sutlej Textiles And Industries Ltd.,Textile - Spinning
DAAWAT,LT Foods Ltd.,Consumer Food
SOBHA,Sobha Ltd.,Construction - Real Estate
RUCHIRA,Ruchira Papers Ltd.,Paper &amp; Paper Products
TANLA,Tanla Platforms Ltd.,IT - Software
ZEEMEDIA,Zee Media Corporation Ltd.,TV Broadcasting &amp; Software Production
SITINET,Siti Networks Ltd.,TV Broadcasting &amp; Software Production
LUMAXTECH,Lumax Auto Technologies Ltd.,Auto Ancillary
AUTOIND,Autoline Industries Ltd.,Auto Ancillary
NETWORK18,Network 18 Media &amp; Investments Ltd.,TV Broadcasting &amp; Software Production
